,ST_CASE,FATALS,PERSONS,MONTH,MAN_COLL,VSPD_LIM,LGT_COND,WEATHER,VSURCOND,STATE,DRUNK_DR,rate,rate_numerical,arrival_time
3607,61485,1,2,8,0,65,2,1,1,6,0,low,0.5,10.0
3608,61486,1,1,9,0,55,2,1,1,6,0,high,1.0,42.0
3609,61487,2,3,7,6,55,1,10,1,6,0,high,0.6666666666666666,7.0
3610,61488,1,1,2,0,45,1,1,1,6,0,high,1.0,7.0
3611,61489,1,1,8,0,40,3,1,1,6,0,high,1.0,16.0
3612,61490,1,2,3,2,50,1,1,1,6,0,low,0.5,18.0
3613,61491,1,1,8,0,55,2,1,1,6,0,high,1.0,9.0
3614,61492,1,2,8,6,55,1,1,1,6,0,low,0.5,7.0
3615,61493,1,1,8,0,25,2,1,1,6,0,high,1.0,8.0
3616,61494,1,1,8,0,50,1,1,1,6,1,high,1.0,15.0
3617,61495,1,2,4,2,55,1,1,1,6,0,low,0.5,10.0
3618,61496,1,3,8,0,65,3,1,1,6,0,low,0.3333333333333333,18.0
3619,61497,1,2,8,0,55,1,1,1,6,0,low,0.5,8.0
3620,61498,1,1,7,0,45,3,1,1,6,0,high,1.0,6.0
3621,61499,1,1,8,0,45,3,1,1,6,0,high,1.0,11.0
3622,61500,1,2,8,0,45,3,1,1,6,0,low,0.5,5.0
3623,61501,1,1,10,0,70,1,1,1,6,0,high,1.0,16.0
3624,61502,1,12,8,1,65,1,1,1,6,0,low,0.08333333333333333,9.0
3625,61503,1,2,7,0,25,1,1,1,6,0,low,0.5,21.0
3626,61504,1,1,7,0,55,1,1,1,6,0,high,1.0,15.0
3627,61505,1,2,9,0,65,1,1,1,6,0,low,0.5,19.0
3628,61506,1,1,6,0,25,1,1,1,6,1,high,1.0,14.0
3629,61507,1,3,8,1,55,1,7,1,6,0,low,0.3333333333333333,23.0
3630,61508,1,3,9,0,65,5,1,1,6,0,low,0.3333333333333333,6.0
3631,61509,1,5,8,6,65,3,1,1,6,1,low,0.2,10.0
3632,61510,2,5,9,2,55,2,1,1,6,0,low,0.4,10.0
3633,61511,1,5,6,6,40,1,98,98,6,0,low,0.2,51.0
3634,61512,1,1,8,0,35,2,1,1,6,0,high,1.0,9.0
3635,61513,2,6,7,2,70,2,1,1,6,0,low,0.3333333333333333,7.0
3636,61514,1,6,9,0,65,2,1,1,6,0,low,0.16666666666666666,134.0
3637,61515,1,2,9,0,35,1,1,1,6,0,low,0.5,7.0
3638,61516,1,1,6,0,30,1,1,1,6,0,high,1.0,26.0
3639,61517,1,1,10,0,55,1,1,1,6,0,high,1.0,6.0
3640,61518,1,1,9,0,30,1,1,2,6,0,high,1.0,21.0
3641,61519,1,4,9,6,55,1,1,1,6,0,low,0.25,9.0
3642,61520,1,2,7,2,55,1,1,1,6,0,low,0.5,13.0
3643,61521,1,2,9,0,55,2,1,1,6,0,low,0.5,7.0
3644,61522,1,1,9,0,55,2,1,1,6,0,high,1.0,12.0
3645,61523,1,4,7,7,65,1,1,1,6,0,low,0.25,45.0
3646,61524,1,4,9,1,55,1,1,1,6,0,low,0.25,17.0
3647,61525,1,2,7,0,25,1,1,1,6,0,low,0.5,19.0
3648,61526,1,1,8,0,55,1,1,1,6,0,high,1.0,42.0
3649,61527,1,3,8,0,45,1,1,1,6,0,low,0.3333333333333333,16.0
3650,61528,1,1,9,0,35,3,1,1,6,0,high,1.0,19.0
3651,61529,1,2,7,6,55,1,1,1,6,0,low,0.5,27.0
3652,61530,3,8,9,6,55,4,1,1,6,0,low,0.375,32.0
3653,61531,1,1,8,0,30,5,1,1,6,0,high,1.0,0.0
3654,61532,1,3,7,2,35,1,1,1,6,0,low,0.3333333333333333,18.0
3655,61533,1,1,9,0,55,1,1,1,6,0,high,1.0,8.0
3656,61534,1,2,9,0,65,2,1,1,6,0,low,0.5,9.0
3657,61535,1,1,7,0,55,1,1,1,6,0,high,1.0,47.0
3658,61536,1,1,9,0,55,1,1,1,6,0,high,1.0,11.0
3659,61537,1,6,6,1,65,1,1,1,6,0,low,0.16666666666666666,6.0
3660,61538,1,1,8,0,50,2,1,1,6,0,high,1.0,8.0
3661,61539,1,3,9,2,55,1,1,1,6,0,low,0.3333333333333333,5.0
3662,61540,1,2,7,2,55,3,1,1,6,1,low,0.5,8.0
3663,61541,1,5,8,6,65,2,1,1,6,0,low,0.2,13.0
3664,61542,1,3,8,0,35,1,1,1,6,1,low,0.3333333333333333,10.0
3665,61543,1,1,8,0,40,2,1,1,6,1,high,1.0,185.0
3666,61544,1,2,8,7,45,1,1,1,6,1,low,0.5,7.0
3667,61545,1,3,9,6,25,1,1,1,6,0,low,0.3333333333333333,24.0
3668,61546,1,4,7,1,65,3,1,1,6,0,low,0.25,17.0
3669,61547,3,5,8,8,45,2,1,1,6,1,high,0.6,11.0
3670,61548,1,3,8,0,35,1,1,1,6,0,low,0.3333333333333333,22.0
3671,61549,1,1,8,0,45,1,1,1,6,0,high,1.0,9.0
3672,61550,1,4,8,0,70,3,1,1,6,0,low,0.25,14.0
3673,61551,1,2,8,6,40,1,10,1,6,0,low,0.5,15.0
3674,61552,1,1,7,0,55,3,1,1,6,1,high,1.0,42.0
3675,61553,1,1,8,0,45,3,1,1,6,0,high,1.0,15.0
3676,61554,1,4,9,0,70,3,1,1,6,0,low,0.25,315.0
3677,61555,2,3,8,0,55,1,6,1,6,0,high,0.6666666666666666,2.0
3678,61556,1,3,7,6,60,1,1,1,6,0,low,0.3333333333333333,6.0
3679,61557,1,9,9,6,35,3,1,1,6,0,low,0.1111111111111111,14.0
3680,61558,1,1,9,0,45,3,1,1,6,0,high,1.0,21.0
3681,61559,1,1,10,0,65,1,1,1,6,1,high,1.0,5.0
3682,61560,1,2,7,2,55,2,10,1,6,1,low,0.5,34.0
3683,61561,2,3,9,6,55,4,1,1,6,0,high,0.6666666666666666,19.0
3684,61562,1,1,8,0,45,2,1,1,6,0,high,1.0,12.0
3685,61563,1,2,8,6,65,2,1,1,6,0,low,0.5,23.0
3686,61564,1,3,9,6,35,1,1,1,6,0,low,0.3333333333333333,43.0
3687,61565,1,2,9,6,55,2,1,1,6,0,low,0.5,16.0
3688,61566,1,7,9,2,35,3,10,1,6,0,low,0.14285714285714285,9.0
3689,61567,1,1,10,0,40,2,1,1,6,0,high,1.0,9.0
3690,61568,2,9,8,0,25,1,1,1,6,0,low,0.2222222222222222,14.0
3691,61569,1,2,8,0,55,1,1,1,6,1,low,0.5,11.0
3692,61570,2,3,9,6,55,4,1,1,6,0,high,0.6666666666666666,12.0
3693,61571,1,2,9,1,65,2,1,1,6,0,low,0.5,5.0
3694,61572,1,4,9,6,65,1,1,1,6,0,low,0.25,6.0
3695,61573,1,1,8,0,50,2,1,1,6,0,high,1.0,4.0
3696,61574,1,4,10,6,35,1,1,1,6,0,low,0.25,30.0
3697,61575,1,3,9,6,45,5,1,1,6,0,low,0.3333333333333333,12.0
3698,61576,1,3,9,6,55,1,1,1,6,0,low,0.3333333333333333,15.0
3699,61577,2,2,9,6,55,1,1,1,6,0,high,1.0,9.0
3700,61578,1,3,9,1,55,1,1,1,6,0,low,0.3333333333333333,67.0
3701,61579,1,4,9,8,45,1,2,2,6,0,low,0.25,94.0
3702,61580,1,6,9,2,45,1,1,1,6,0,low,0.16666666666666666,15.0
3703,61581,1,2,8,2,55,1,1,1,6,0,low,0.5,24.0
3704,61582,1,2,10,6,50,1,1,1,6,0,low,0.5,9.0
3705,61583,1,1,9,0,65,1,1,1,6,0,high,1.0,7.0
3706,61584,1,1,9,0,55,2,1,1,6,0,high,1.0,15.0
3707,61585,1,2,9,0,65,1,1,1,6,0,low,0.5,22.0
3708,61586,1,1,9,0,55,1,1,1,6,0,high,1.0,6.0
3709,61587,1,5,9,0,70,1,1,1,6,0,low,0.2,12.0
3710,61588,1,1,9,0,50,2,1,1,6,1,high,1.0,17.0
3711,61589,1,1,8,0,65,1,1,1,6,0,high,1.0,7.0
3712,61590,1,4,9,0,45,2,1,1,6,0,low,0.25,17.0
3713,61591,1,1,8,0,40,3,1,1,6,0,high,1.0,12.0
3714,61592,1,1,8,0,45,3,1,1,6,1,high,1.0,7.0
3715,61593,1,1,9,0,55,1,1,1,6,0,high,1.0,8.0
3716,61594,1,1,8,0,55,3,1,1,6,0,high,1.0,16.0
3717,61595,1,1,8,0,25,1,1,1,6,0,high,1.0,64.0
3718,61596,2,2,8,0,35,1,1,1,6,0,high,1.0,12.0
3719,61597,1,1,9,0,65,2,1,1,6,1,high,1.0,25.0
3720,61598,1,1,10,0,65,1,10,1,6,0,high,1.0,11.0
3721,61599,1,1,8,0,25,1,1,1,6,0,high,1.0,7.0
3722,61600,1,2,9,0,55,2,1,1,6,0,low,0.5,9.0
3723,61601,1,1,10,0,65,2,1,1,6,0,high,1.0,16.0
3724,61602,1,2,9,0,50,3,1,1,6,1,low,0.5,16.0
3725,61603,1,2,10,0,55,5,1,1,6,0,low,0.5,7.0
3726,61604,1,1,10,0,55,1,2,2,6,0,high,1.0,10.0
3727,61605,1,1,10,0,65,1,2,2,6,0,high,1.0,14.0
3728,61606,1,1,9,0,45,2,10,1,6,0,high,1.0,16.0
3729,61607,1,1,9,2,65,2,1,1,6,0,high,1.0,24.0
3730,61608,1,1,9,0,35,2,1,1,6,0,high,1.0,20.0
3731,61609,1,1,10,0,55,3,1,1,6,0,high,1.0,25.0
3732,61610,1,4,9,6,55,1,1,1,6,0,low,0.25,39.0
3733,61611,1,1,9,0,30,3,1,1,6,0,high,1.0,52.0
3734,61612,1,1,10,0,35,3,1,1,6,0,high,1.0,12.0
3735,61613,1,1,9,0,45,1,1,1,6,0,high,1.0,10.0
3736,61614,1,2,9,1,65,2,1,1,6,0,low,0.5,7.0
3737,61615,1,3,9,6,45,1,1,1,6,0,low,0.3333333333333333,24.0
3738,61616,1,2,9,0,30,3,1,1,6,1,low,0.5,16.0
3739,61617,1,2,10,1,65,1,1,1,6,0,low,0.5,13.0
3740,61618,1,5,9,2,55,1,1,1,6,0,low,0.2,22.0
3741,61619,2,3,9,2,55,1,10,1,6,1,high,0.6666666666666666,15.0
3742,61620,1,4,9,7,65,1,10,1,6,0,low,0.25,8.0
3743,61621,1,2,10,6,35,3,1,1,6,0,low,0.5,15.0
3744,61622,1,2,9,1,70,2,1,1,6,1,low,0.5,19.0
3745,61623,1,3,9,0,55,1,1,1,6,0,low,0.3333333333333333,18.0
3746,61624,1,1,9,0,30,1,1,1,6,1,high,1.0,11.0
3747,61625,1,1,10,0,55,2,1,1,6,0,high,1.0,6.0
3748,61626,1,4,8,0,70,2,1,1,6,0,low,0.25,6.0
3749,61627,1,2,10,1,55,1,1,1,6,0,low,0.5,20.0
3750,61628,1,1,9,0,40,3,1,1,6,0,high,1.0,11.0
3751,61629,1,1,8,0,55,2,1,1,6,1,high,1.0,16.0
3752,61630,1,2,10,0,35,3,1,1,6,0,low,0.5,15.0
3753,61631,1,2,9,1,65,1,1,1,6,0,low,0.5,20.0
3754,61632,1,2,10,2,55,2,1,1,6,0,low,0.5,8.0
3755,61633,1,1,10,0,35,3,10,1,6,0,high,1.0,9.0
3756,61634,1,3,10,1,70,2,1,1,6,0,low,0.3333333333333333,20.0
3757,61635,1,1,9,0,35,3,1,1,6,0,high,1.0,8.0
3758,61636,1,2,8,0,35,1,1,1,6,0,low,0.5,7.0
3759,61637,1,2,10,0,35,2,1,1,6,0,low,0.5,5.0
3760,61638,1,2,11,2,50,1,1,1,6,1,low,0.5,12.0
3761,61639,1,4,9,6,35,3,1,1,6,1,low,0.25,7.0
3762,61640,1,3,9,0,55,2,1,1,6,0,low,0.3333333333333333,8.0
3763,61641,1,4,10,1,50,2,1,1,6,1,low,0.25,17.0
3764,61642,1,1,10,0,25,1,1,1,6,0,high,1.0,12.0
3765,61643,1,1,9,0,55,1,1,1,6,0,high,1.0,15.0
3766,61644,1,2,10,6,40,3,1,1,6,0,low,0.5,27.0
3767,61645,1,6,10,1,65,1,1,1,6,0,low,0.16666666666666666,21.0
3768,61646,1,1,9,0,35,1,1,1,6,0,high,1.0,7.0
3769,61647,1,5,10,2,55,1,2,2,6,0,low,0.2,2.0
3770,61648,1,2,9,0,55,2,1,1,6,1,low,0.5,16.0
3771,61649,1,9,7,0,65,2,10,1,6,0,low,0.1111111111111111,6.0
3772,61650,1,3,8,2,55,1,2,2,6,0,low,0.3333333333333333,10.0
3773,61651,1,1,9,0,55,2,1,1,6,1,high,1.0,21.0
3774,61652,1,1,9,0,55,1,1,1,6,0,high,1.0,22.0
3775,61653,1,1,10,0,25,1,1,1,6,0,high,1.0,10.0
3776,61654,1,2,2,0,70,2,1,1,6,0,low,0.5,9.0
3777,61655,1,1,4,0,35,1,1,1,6,0,high,1.0,20.0
3778,61656,1,4,10,1,55,4,1,1,6,0,low,0.25,33.0
3779,61657,1,2,9,0,25,3,1,1,6,0,low,0.5,18.0
3780,61658,1,1,6,0,70,4,1,1,6,0,high,1.0,4.0
3781,61659,1,1,9,0,70,2,1,1,6,0,high,1.0,6.0
3782,61660,1,2,10,6,40,1,1,1,6,0,low,0.5,15.0
3783,61661,2,7,10,2,55,1,1,1,6,0,low,0.2857142857142857,15.0
3784,61662,1,3,9,0,55,2,1,1,6,1,low,0.3333333333333333,4.0
3785,61663,1,4,1,1,65,3,1,1,6,2,low,0.25,18.0
3786,61664,1,1,9,0,25,3,1,1,6,0,high,1.0,14.0
3787,61665,1,2,9,0,40,3,5,1,6,0,low,0.5,15.0
3788,61666,1,1,4,0,45,3,1,1,6,0,high,1.0,22.0
3789,61667,1,1,5,0,45,1,1,1,6,0,high,1.0,11.0
3790,61668,1,1,9,0,55,1,1,1,6,0,high,1.0,13.0
3791,61669,1,3,8,2,35,1,1,1,6,0,low,0.3333333333333333,7.0
3792,61670,1,3,9,1,55,2,1,1,6,0,low,0.3333333333333333,48.0
3793,61671,1,1,5,0,25,1,1,1,6,0,high,1.0,125.0
3794,61672,1,3,9,0,65,1,1,1,6,0,low,0.3333333333333333,6.0
3795,61673,1,3,10,0,25,2,1,1,6,0,low,0.3333333333333333,21.0
3796,61674,1,1,7,0,50,2,1,1,6,0,high,1.0,19.0
3797,61675,2,3,9,2,55,1,1,1,6,0,high,0.6666666666666666,46.0
3798,61676,1,1,9,0,55,1,1,1,6,0,high,1.0,20.0
3799,61677,1,2,10,2,55,1,2,2,6,0,low,0.5,12.0
3800,61678,1,4,9,7,55,1,1,1,6,0,low,0.25,16.0
3801,61679,1,2,3,0,65,3,1,1,6,0,low,0.5,5.0
3802,61680,1,1,8,0,55,2,1,1,6,1,high,1.0,14.0
3803,61681,1,4,3,2,55,2,1,1,6,0,low,0.25,12.0
3804,61682,1,1,9,0,45,4,1,1,6,1,high,1.0,8.0
3805,61683,1,1,3,0,50,2,1,1,6,0,high,1.0,12.0
3806,61684,2,3,8,0,55,1,1,1,6,1,high,0.6666666666666666,7.0
3807,61685,1,2,10,0,65,2,1,1,6,0,low,0.5,19.0
3808,61686,1,2,5,1,35,3,1,1,6,1,low,0.5,26.0
3809,61687,2,2,6,0,25,1,1,1,6,0,high,1.0,9.0
3810,61688,1,1,9,0,35,3,1,1,6,1,high,1.0,7.0
3811,61689,1,1,8,0,55,2,1,1,6,0,high,1.0,4.0
3812,61690,1,3,9,6,25,1,1,1,6,0,low,0.3333333333333333,5.0
3813,61691,1,3,4,1,65,1,1,1,6,0,low,0.3333333333333333,31.0
3814,61692,1,1,10,0,65,1,1,1,6,0,high,1.0,7.0
3815,61693,1,1,10,0,45,3,1,1,6,0,high,1.0,27.0
3816,61694,1,4,6,1,65,2,1,1,6,0,low,0.25,14.0
3817,61695,2,9,7,0,65,1,1,1,6,0,low,0.2222222222222222,10.0
3818,61696,1,2,10,6,55,1,1,1,6,0,low,0.5,23.0
3819,61697,1,1,8,0,45,1,1,1,6,1,high,1.0,7.0
3820,61698,1,1,9,0,25,1,1,1,6,0,high,1.0,21.0
3821,61699,1,2,10,2,50,2,1,1,6,1,low,0.5,13.0
3822,61700,1,3,9,6,55,1,1,1,6,0,low,0.3333333333333333,21.0
3823,61701,1,5,11,0,55,2,1,1,6,0,low,0.2,23.0
3824,61702,1,1,9,0,40,1,1,1,6,0,high,1.0,7.0
3825,61703,1,3,10,7,65,1,1,1,6,0,low,0.3333333333333333,15.0
3826,61704,1,2,7,1,65,2,1,1,6,0,low,0.5,15.0
3827,61705,1,1,11,0,40,1,1,1,6,0,high,1.0,18.0
3828,61706,1,3,11,0,55,1,1,1,6,0,low,0.3333333333333333,13.0
3829,61707,1,1,10,0,50,1,1,1,6,0,high,1.0,9.0
3830,61708,1,2,5,0,65,1,1,1,6,0,low,0.5,12.0
3831,61709,4,9,10,0,70,2,1,1,6,0,low,0.4444444444444444,27.0
3832,61710,1,2,10,1,55,1,1,1,6,0,low,0.5,36.0
3833,61711,1,1,8,0,25,5,1,1,6,1,high,1.0,1.0
3834,61712,1,2,7,2,55,2,1,1,6,1,low,0.5,12.0
3835,61713,1,2,9,6,35,1,1,1,6,0,low,0.5,281.0
3836,61714,1,4,7,6,25,1,1,1,6,1,low,0.25,22.0
3837,61715,1,3,10,6,40,3,2,2,6,1,low,0.3333333333333333,15.0
3838,61716,1,6,10,7,40,1,1,1,6,0,low,0.16666666666666666,6.0
3839,61717,1,1,9,0,40,3,1,1,6,0,high,1.0,12.0
3840,61718,1,2,10,6,40,6,1,1,6,0,low,0.5,17.0
3841,61719,1,5,10,1,55,1,1,1,6,0,low,0.2,16.0
3842,61720,1,1,11,0,35,3,1,1,6,0,high,1.0,4.0
3843,61721,1,1,10,0,40,1,1,1,6,0,high,1.0,1.0
3844,61722,1,5,6,6,45,1,1,1,6,1,low,0.2,15.0
3845,61723,2,4,10,8,55,1,1,1,6,0,low,0.5,15.0
3846,61724,1,3,11,2,55,1,1,1,6,0,low,0.3333333333333333,12.0
3847,61725,1,2,9,6,25,1,1,1,6,1,low,0.5,117.0
3848,61726,2,2,5,0,55,1,1,1,6,1,high,1.0,2.0
3849,61727,1,3,7,1,35,8,1,1,6,1,low,0.3333333333333333,24.0
3850,61728,1,3,10,2,50,1,1,1,6,0,low,0.3333333333333333,15.0
3851,61729,1,2,11,2,65,2,10,1,6,1,low,0.5,4.0
3852,61730,1,3,10,2,55,1,1,1,6,0,low,0.3333333333333333,12.0
3853,61731,1,4,8,0,55,1,1,1,6,1,low,0.25,7.0
3854,61732,1,1,11,0,45,3,1,1,6,0,high,1.0,7.0
3855,61733,1,1,8,0,45,1,1,1,6,0,high,1.0,9.0
3856,61734,1,2,8,0,65,1,1,1,6,0,low,0.5,888.0
3857,61735,1,1,7,0,65,3,1,1,6,0,high,1.0,11.0
3858,61736,1,1,8,0,65,1,1,1,6,0,high,1.0,6.0
3859,61737,1,1,7,0,55,1,1,1,6,0,high,1.0,15.0
3860,61738,1,1,7,0,65,2,1,1,6,0,high,1.0,11.0
3861,61739,1,6,7,0,70,1,1,1,6,0,low,0.16666666666666666,51.0
3862,61740,1,2,8,0,40,2,1,1,6,1,low,0.5,5.0
3863,61741,1,1,9,0,35,1,1,1,6,0,high,1.0,14.0
3864,61742,1,8,8,6,55,1,1,1,6,0,low,0.125,28.0
3865,61744,1,2,9,2,45,3,1,1,6,0,low,0.5,7.0
3866,61745,1,2,10,2,45,1,1,1,6,1,low,0.5,4.0
3867,61746,1,2,6,6,65,2,5,1,6,0,low,0.5,9.0
3868,61747,1,2,10,1,65,3,1,1,6,0,low,0.5,17.0
3869,61748,1,5,10,6,35,3,1,1,6,0,low,0.2,6.0
3870,61749,1,1,8,0,55,2,1,1,6,1,high,1.0,28.0
3871,61750,1,1,8,0,40,1,1,1,6,0,high,1.0,11.0
3872,61751,1,1,8,0,65,3,1,1,6,0,high,1.0,17.0
3873,61752,1,1,8,0,55,1,1,1,6,1,high,1.0,5.0
3874,61753,1,8,8,0,55,2,1,1,6,0,low,0.125,11.0
3875,61754,1,1,9,0,55,1,1,1,6,0,high,1.0,8.0
3876,61755,1,2,10,0,35,1,1,1,6,1,low,0.5,1.0
3877,61756,1,3,10,6,55,1,1,1,6,0,low,0.3333333333333333,1.0
3878,61757,1,13,7,7,40,1,1,1,6,0,low,0.07692307692307693,8.0
3879,61758,1,1,8,0,55,1,1,1,6,0,high,1.0,18.0
3880,61759,1,2,10,6,35,3,1,1,6,1,low,0.5,1.0
3881,61760,1,7,10,2,55,1,1,1,6,0,low,0.14285714285714285,17.0
3882,61761,1,1,9,0,45,1,1,1,6,0,high,1.0,5.0
3883,61762,1,2,10,6,45,1,1,1,6,0,low,0.5,7.0
3884,61763,1,11,10,6,35,3,1,1,6,2,low,0.09090909090909091,56.0
3885,61764,1,1,9,0,35,3,1,1,6,1,high,1.0,11.0
3886,61765,1,3,11,0,55,1,10,2,6,1,low,0.3333333333333333,3.0
3887,61766,1,2,11,0,55,1,1,1,6,0,low,0.5,4.0
3888,61767,1,3,9,6,35,1,1,1,6,0,low,0.3333333333333333,19.0
3889,61768,1,2,7,0,55,2,1,1,6,1,low,0.5,15.0
3890,61769,1,1,8,0,65,2,1,1,6,0,high,1.0,10.0
3891,61770,1,1,8,0,55,2,1,1,6,0,high,1.0,4.0
3892,61771,1,1,5,0,55,3,10,1,6,0,high,1.0,121.0
3893,61772,1,1,8,0,45,4,1,1,6,1,high,1.0,4.0
3894,61773,2,4,5,0,65,3,1,1,6,1,low,0.5,5.0
3895,61774,1,7,2,1,50,1,1,1,6,1,low,0.14285714285714285,7.0
3896,61775,1,1,10,0,55,1,1,1,6,0,high,1.0,10.0
3897,61776,1,2,7,1,65,3,1,1,6,0,low,0.5,22.0
3898,61777,1,3,11,6,50,1,1,1,6,1,low,0.3333333333333333,12.0
3899,61778,1,2,7,0,55,1,1,1,6,0,low,0.5,15.0
3900,61779,1,2,7,0,35,1,1,1,6,0,low,0.5,6.0
3901,61780,1,5,10,6,35,5,1,1,6,0,low,0.2,7.0
3902,61781,1,3,11,6,55,1,1,1,6,0,low,0.3333333333333333,15.0
3903,61782,1,4,9,2,55,2,10,1,6,0,low,0.25,2.0
3904,61783,1,3,10,1,65,2,1,1,6,0,low,0.3333333333333333,18.0
3905,61784,1,2,9,0,55,3,1,1,6,0,low,0.5,8.0
3906,61785,1,2,11,6,35,1,1,1,6,1,low,0.5,5.0
3907,61786,1,6,7,8,55,1,1,1,6,0,low,0.16666666666666666,18.0
3908,61787,1,2,9,6,55,1,1,1,6,0,low,0.5,20.0
3909,61788,2,3,11,0,65,2,1,1,6,0,high,0.6666666666666666,8.0
3910,61789,1,2,9,6,0,1,1,0,6,1,low,0.5,11.0
3911,61790,1,1,9,0,25,1,10,1,6,0,high,1.0,206.0
3912,61791,1,3,10,2,35,1,10,1,6,0,low,0.3333333333333333,16.0
3913,61792,1,1,7,0,40,1,1,1,6,0,high,1.0,10.0
3914,61793,1,3,7,0,65,3,2,2,6,1,low,0.3333333333333333,14.0
3915,61794,1,2,8,0,25,2,1,1,6,1,low,0.5,7.0
3916,61795,1,8,10,0,55,2,1,1,6,0,low,0.125,10.0
3917,61796,1,2,8,0,55,1,1,1,6,0,low,0.5,15.0
3918,61797,1,5,7,0,55,1,1,1,6,0,low,0.2,31.0
3919,61798,1,1,8,0,45,1,1,1,6,0,high,1.0,12.0
3920,61799,1,3,10,1,55,1,1,1,6,0,low,0.3333333333333333,18.0
3921,61800,3,5,8,8,55,2,1,1,6,0,high,0.6,5.0
3922,61801,1,4,8,0,65,1,1,1,6,0,low,0.25,15.0
3923,61802,1,3,11,6,40,3,1,1,6,0,low,0.3333333333333333,7.0
3924,61803,1,2,11,0,65,3,1,1,6,1,low,0.5,106.0
3925,61804,1,1,11,0,55,1,1,1,6,0,high,1.0,16.0
3926,61805,1,6,9,6,40,2,1,1,6,1,low,0.16666666666666666,5.0
3927,61806,1,2,11,2,55,1,10,2,6,0,low,0.5,6.0
3928,61807,1,1,10,0,35,5,1,1,6,0,high,1.0,11.0
3929,61808,1,5,11,2,65,2,5,2,6,0,low,0.2,7.0
3930,61809,1,1,10,0,35,3,1,1,6,0,high,1.0,7.0
3931,61810,1,1,10,1,65,2,1,1,6,0,high,1.0,27.0
3932,61811,2,5,10,6,60,3,1,1,6,1,low,0.4,18.0
3933,61812,1,4,7,1,50,2,1,1,6,1,low,0.25,7.0
3934,61813,1,1,3,0,55,2,1,1,6,0,high,1.0,13.0
3935,61814,1,1,4,0,65,2,1,1,6,0,high,1.0,7.0
3936,61815,1,1,5,0,40,3,10,1,6,0,high,1.0,3.0
3937,61816,1,2,9,1,65,2,1,1,6,0,low,0.5,8.0
3938,61817,1,5,10,0,55,1,1,1,6,0,low,0.2,9.0
3939,61818,1,2,10,6,55,2,10,1,6,0,low,0.5,23.0
3940,61819,1,2,8,0,70,1,1,1,6,0,low,0.5,15.0
3941,61820,1,1,4,0,55,1,1,1,6,0,high,1.0,8.0
3942,61821,1,1,8,0,98,2,1,1,6,1,high,1.0,19.0
3943,61822,1,4,6,8,55,1,1,1,6,0,low,0.25,13.0
3944,61823,1,1,5,0,65,3,1,1,6,1,high,1.0,24.0
3945,61824,1,1,8,0,55,1,1,1,6,0,high,1.0,12.0
3946,61825,1,2,8,0,70,1,1,1,6,0,low,0.5,2.0
3947,61826,1,2,1,7,35,3,1,1,6,0,low,0.5,8.0
3948,61827,1,3,7,6,0,1,1,0,6,0,low,0.3333333333333333,16.0
3949,61828,1,3,11,6,55,1,2,2,6,0,low,0.3333333333333333,24.0
3950,61829,2,3,8,6,35,1,1,1,6,0,high,0.6666666666666666,13.0
3951,61830,1,2,10,6,55,1,1,1,6,0,low,0.5,2.0
3952,61831,1,2,1,6,35,1,1,1,6,0,low,0.5,7.0
3953,61832,1,1,8,0,25,3,1,1,6,0,high,1.0,3.0
3954,61833,1,3,11,6,55,4,1,1,6,0,low,0.3333333333333333,5.0
3955,61834,1,2,10,6,25,5,1,1,6,0,low,0.5,21.0
3956,61835,1,3,9,6,50,1,1,1,6,0,low,0.3333333333333333,9.0
3957,61836,1,2,4,0,65,2,10,1,6,0,low,0.5,20.0
3958,61837,1,1,10,0,40,3,1,1,6,0,high,1.0,8.0
3959,61838,1,6,9,6,25,1,1,1,6,0,low,0.16666666666666666,8.0
3960,61839,1,7,9,6,25,1,10,1,6,0,low,0.14285714285714285,21.0
3961,61840,1,3,6,6,65,3,1,1,6,0,low,0.3333333333333333,2.0
3962,61841,1,2,10,0,35,1,1,1,6,0,low,0.5,13.0
3963,61842,1,2,10,0,70,1,1,1,6,0,low,0.5,4.0
3964,61843,1,1,7,0,25,1,1,1,6,0,high,1.0,6.0
3965,61844,1,4,6,7,50,3,1,1,6,0,low,0.25,9.0
3966,61845,1,5,8,0,60,1,1,1,6,0,low,0.2,12.0
3967,61846,1,3,9,0,65,1,1,1,6,0,low,0.3333333333333333,4.0
3968,61847,1,1,9,0,55,4,1,1,6,0,high,1.0,6.0
3969,61848,1,2,9,0,25,1,1,1,6,1,low,0.5,4.0
3970,61849,1,2,9,0,55,1,1,1,6,0,low,0.5,9.0
3971,61850,1,1,6,0,50,3,1,1,6,1,high,1.0,12.0
3972,61851,1,1,10,0,35,2,10,1,6,0,high,1.0,28.0
3973,61852,2,3,8,0,55,5,1,1,6,1,high,0.6666666666666666,17.0
3974,61853,1,1,9,0,65,1,1,1,6,0,high,1.0,7.0
3975,61854,1,2,8,0,65,2,1,1,6,1,low,0.5,6.0
3976,61855,1,1,10,0,45,2,1,1,6,0,high,1.0,6.0
3977,61856,1,4,9,0,55,1,1,1,6,0,low,0.25,28.0
3978,61857,1,1,9,0,55,2,1,1,6,1,high,1.0,21.0
3979,61858,1,1,8,0,55,2,1,1,6,1,high,1.0,17.0
3980,61859,1,2,9,0,55,1,1,1,6,1,low,0.5,17.0
