,ST_CASE,FATALS,PERSONS,MONTH,MAN_COLL,VSPD_LIM,LGT_COND,WEATHER,VSURCOND,STATE,DRUNK_DR,rate,rate_numerical,arrival_time
386,10388,1,4,7,0,35,1,2,2,1,0,low,0.25,25.0
387,10389,1,2,6,6,40,2,1,1,1,0,low,0.5,20.0
388,10390,1,1,7,0,45,2,10,1,1,0,high,1.0,4.0
389,10391,1,3,7,6,98,1,1,1,1,0,low,0.3333333333333333,25.0
390,10392,1,1,7,0,25,1,10,1,1,0,high,1.0,585.0
391,10393,1,2,7,2,45,1,1,1,1,0,low,0.5,28.0
392,10394,1,1,7,0,45,2,10,1,1,1,high,1.0,14.0
393,10395,1,3,7,2,55,1,1,1,1,0,low,0.3333333333333333,8.0
394,10396,1,2,7,0,55,1,1,1,1,0,low,0.5,5.0
395,10397,1,2,7,2,65,4,1,1,1,0,low,0.5,17.0
396,10398,1,3,7,0,45,1,2,2,1,1,low,0.3333333333333333,705.0
397,10399,1,1,7,0,0,1,1,0,1,0,high,1.0,12.0
398,10400,1,2,7,6,55,1,1,1,1,0,low,0.5,33.0
399,10401,1,2,7,6,55,2,1,1,1,1,low,0.5,15.0
400,10402,1,2,7,0,35,1,1,1,1,0,low,0.5,29.0
401,10403,1,2,8,1,70,1,1,1,1,0,low,0.5,15.0
402,10404,1,1,7,0,45,2,1,1,1,1,high,1.0,4.0
403,10405,1,3,7,6,50,5,1,1,1,0,low,0.3333333333333333,21.0
404,10406,1,3,7,0,25,1,1,1,1,0,low,0.3333333333333333,2.0
405,10407,1,2,7,0,55,2,1,1,1,1,low,0.5,14.0
406,10408,1,1,7,0,55,2,1,1,1,0,high,1.0,25.0
407,10409,1,2,7,1,40,2,2,2,1,0,low,0.5,11.0
408,10410,1,2,8,6,65,1,1,1,1,0,low,0.5,15.0
409,10411,1,4,8,2,55,1,1,1,1,0,low,0.25,11.0
410,10412,1,1,8,0,45,2,1,1,1,1,high,1.0,5.0
411,10413,1,1,7,0,35,2,1,1,1,0,high,1.0,8.0
412,10414,1,1,8,0,45,2,1,1,1,0,high,1.0,15.0
413,10415,1,1,8,0,55,1,1,1,1,0,high,1.0,6.0
414,10416,1,2,8,6,65,1,1,1,1,0,low,0.5,49.0
415,10417,1,1,8,0,35,1,10,2,1,1,high,1.0,25.0
416,10418,1,2,8,2,55,2,10,1,1,1,low,0.5,13.0
417,10419,2,3,8,6,55,1,1,1,1,0,high,0.6666666666666666,11.0
418,10420,1,4,8,6,70,2,1,1,1,1,low,0.25,28.0
419,10421,1,2,6,1,55,2,1,1,1,0,low,0.5,12.0
420,10422,1,3,6,0,45,2,1,1,1,1,low,0.3333333333333333,30.0
421,10423,2,4,7,2,50,2,1,1,1,0,low,0.5,6.0
422,10424,1,2,7,0,45,1,1,1,1,0,low,0.5,40.0
423,10425,1,3,8,2,55,1,1,1,1,0,low,0.3333333333333333,13.0
424,10426,1,1,8,0,50,1,1,1,1,0,high,1.0,17.0
425,10427,1,1,8,0,40,1,2,2,1,0,high,1.0,10.0
426,10428,1,2,8,0,45,2,2,2,1,0,low,0.5,12.0
427,10429,1,1,8,0,55,1,1,1,1,0,high,1.0,6.0
428,10430,1,3,8,0,45,1,2,2,1,0,low,0.3333333333333333,11.0
429,10431,1,2,8,0,65,2,1,1,1,1,low,0.5,20.0
430,10432,1,1,8,0,25,1,1,1,1,0,high,1.0,33.0
431,10433,1,1,8,0,30,3,1,1,1,0,high,1.0,6.0
432,10434,1,2,8,0,35,1,1,1,1,1,low,0.5,11.0
433,10435,1,2,8,0,55,1,1,1,1,1,low,0.5,21.0
434,10436,1,1,8,0,70,1,1,1,1,0,high,1.0,5.0
435,10437,1,1,8,0,70,1,10,1,1,0,high,1.0,14.0
436,10438,1,2,8,1,70,1,10,2,1,0,low,0.5,11.0
437,10439,1,2,7,0,50,2,10,1,1,1,low,0.5,10.0
438,10440,1,4,7,2,55,1,1,1,1,0,low,0.25,8.0
439,10441,1,3,7,2,45,1,10,1,1,0,low,0.3333333333333333,4.0
440,10442,1,1,7,0,45,1,1,1,1,0,high,1.0,7.0
441,10443,1,1,8,0,40,1,1,1,1,0,high,1.0,9.0
442,10444,1,1,8,0,55,2,1,1,1,1,high,1.0,10.0
443,10445,1,1,8,0,55,2,10,1,1,0,high,1.0,10.0
444,10446,1,1,8,0,55,1,1,1,1,0,high,1.0,5.0
445,10447,1,1,8,0,45,2,1,1,1,1,high,1.0,9.0
446,10448,1,1,8,0,65,1,1,1,1,0,high,1.0,13.0
447,10449,1,1,8,0,55,3,1,1,1,0,high,1.0,15.0
448,10450,1,2,8,8,55,1,1,1,1,0,low,0.5,10.0
449,10451,1,7,8,2,55,2,1,1,1,1,low,0.14285714285714285,8.0
450,10452,1,1,8,0,30,3,1,1,1,1,high,1.0,27.0
451,10453,1,1,8,0,65,1,1,1,1,1,high,1.0,4.0
452,10454,1,4,8,6,55,1,10,2,1,0,low,0.25,51.0
453,10455,2,2,8,0,35,2,1,1,1,0,high,1.0,2.0
454,10456,1,1,8,0,55,1,1,1,1,1,high,1.0,10.0
455,10457,1,1,8,0,70,1,10,1,1,0,high,1.0,6.0
456,10458,1,2,8,0,35,1,1,1,1,0,low,0.5,4.0
457,10459,1,3,8,0,45,2,10,1,1,1,low,0.3333333333333333,18.0
458,10460,1,3,8,6,65,1,2,2,1,0,low,0.3333333333333333,27.0
459,10461,1,2,8,0,55,9,1,1,1,0,low,0.5,7.0
460,10462,1,1,8,0,35,1,1,1,1,0,high,1.0,32.0
461,10463,1,3,8,6,0,1,1,0,1,1,low,0.3333333333333333,9.0
462,10464,1,4,8,2,30,1,1,1,1,0,low,0.25,3.0
463,10465,1,1,8,0,30,3,1,1,1,0,high,1.0,14.0
464,10466,1,2,8,1,55,1,10,1,1,0,low,0.5,30.0
465,10467,1,3,8,2,55,1,10,1,1,0,low,0.3333333333333333,9.0
466,10468,1,4,8,0,70,1,1,1,1,0,low,0.25,9.0
467,10469,1,2,7,6,25,1,1,1,1,0,low,0.5,14.0
468,10470,1,1,8,0,45,1,10,1,1,0,high,1.0,20.0
469,10471,1,2,8,0,55,2,1,1,1,0,low,0.5,3.0
470,10472,1,3,8,6,45,1,1,1,1,0,low,0.3333333333333333,8.0
471,10473,3,3,8,6,45,1,1,1,1,2,high,1.0,10.0
472,10474,1,3,8,1,40,1,10,1,1,0,low,0.3333333333333333,10.0
473,10475,1,1,8,0,45,3,1,1,1,1,high,1.0,12.0
474,10476,1,1,8,0,65,1,1,1,1,0,high,1.0,21.0
475,10477,1,1,8,0,55,1,10,1,1,0,high,1.0,28.0
476,10478,1,2,9,6,50,1,1,1,1,0,low,0.5,23.0
477,10479,1,3,9,0,55,2,1,1,1,1,low,0.3333333333333333,10.0
478,10480,1,1,8,0,60,1,1,1,1,0,high,1.0,8.0
479,10481,1,1,8,0,70,1,1,1,1,0,high,1.0,39.0
480,10482,1,1,9,0,50,1,1,1,1,0,high,1.0,70.0
481,10483,1,6,8,6,45,1,1,1,1,0,low,0.16666666666666666,6.0
482,10484,1,7,8,9,65,1,10,1,1,0,low,0.14285714285714285,11.0
483,10485,1,1,8,0,55,2,10,1,1,1,high,1.0,24.0
484,10486,1,3,9,6,50,5,1,1,1,1,low,0.3333333333333333,8.0
485,10487,1,1,9,0,40,2,1,1,1,1,high,1.0,26.0
486,10488,1,1,9,0,45,2,1,1,1,1,high,1.0,25.0
487,10489,1,2,9,0,40,3,1,1,1,0,low,0.5,8.0
488,10490,2,3,9,2,45,2,1,1,1,0,high,0.6666666666666666,24.0
489,10491,1,3,9,2,55,2,1,1,1,0,low,0.3333333333333333,714.0
490,10492,1,1,9,0,45,1,1,1,1,1,high,1.0,5.0
491,10493,1,1,9,0,65,2,1,1,1,0,high,1.0,3.0
492,10494,1,2,9,6,50,1,1,1,1,0,low,0.5,18.0
493,10495,1,3,8,0,65,2,10,2,1,1,low,0.3333333333333333,18.0
494,10496,1,1,8,0,65,3,1,2,1,0,high,1.0,16.0
495,10497,1,2,8,7,70,2,1,1,1,0,low,0.5,45.0
496,10498,1,1,8,0,45,2,1,1,1,0,high,1.0,30.0
497,10499,1,2,8,6,15,1,2,2,1,0,low,0.5,4.0
498,10500,1,1,9,0,40,3,1,1,1,0,high,1.0,18.0
499,10501,1,3,9,6,35,3,10,1,1,1,low,0.3333333333333333,13.0
500,10502,1,6,9,6,45,3,1,1,1,0,low,0.16666666666666666,10.0
501,10503,1,3,9,0,55,2,10,2,1,0,low,0.3333333333333333,16.0
502,10504,1,1,9,0,65,2,1,1,1,1,high,1.0,90.0
503,10505,1,2,9,2,45,1,1,1,1,0,low,0.5,8.0
504,10506,1,1,9,0,55,1,1,1,1,1,high,1.0,30.0
505,10507,1,2,9,7,55,3,1,1,1,1,low,0.5,30.0
506,10508,1,1,9,0,45,2,1,1,1,1,high,1.0,11.0
507,10509,1,2,9,9,65,2,1,1,1,0,low,0.5,17.0
508,10510,1,1,9,0,60,1,1,1,1,0,high,1.0,14.0
509,10511,1,1,9,0,45,2,1,1,1,1,high,1.0,8.0
510,10512,1,1,9,0,70,1,1,1,1,0,high,1.0,4.0
511,10513,1,2,9,1,55,1,1,1,1,0,low,0.5,0.0
512,10514,1,1,9,0,55,2,1,1,1,0,high,1.0,15.0
513,10515,1,1,9,0,70,3,10,1,1,0,high,1.0,14.0
514,10516,1,4,9,0,70,1,1,1,1,0,low,0.25,25.0
515,10517,1,2,9,0,65,3,1,1,1,1,low,0.5,4.0
516,10518,1,3,8,0,35,2,1,1,1,0,low,0.3333333333333333,23.0
517,10519,2,2,7,0,45,2,1,1,1,1,high,1.0,19.0
518,10520,1,5,8,0,55,2,1,1,1,0,low,0.2,3.0
519,10521,1,2,8,1,45,1,1,1,1,0,low,0.5,11.0
520,10522,1,3,8,6,50,1,1,1,1,0,low,0.3333333333333333,70.0
521,10523,2,2,9,0,55,2,1,1,1,1,high,1.0,6.0
522,10524,1,1,9,0,45,1,10,1,1,0,high,1.0,9.0
523,10525,1,2,9,2,55,1,10,1,1,0,low,0.5,10.0
524,10526,1,1,9,0,30,2,1,1,1,0,high,1.0,61.0
525,10527,1,1,9,0,45,2,1,1,1,1,high,1.0,13.0
526,10528,1,1,9,0,65,2,1,1,1,0,high,1.0,19.0
527,10529,1,1,9,0,55,2,1,1,1,0,high,1.0,9.0
528,10530,1,2,9,1,50,3,1,1,1,1,low,0.5,7.0
529,10531,1,1,9,0,45,2,1,1,1,0,high,1.0,20.0
530,10532,1,2,9,6,45,2,10,1,1,0,low,0.5,6.0
531,10533,1,1,9,0,55,2,1,1,1,0,high,1.0,12.0
532,10534,1,2,9,2,55,2,10,2,1,0,low,0.5,10.0
533,10535,1,2,9,2,55,1,1,1,1,0,low,0.5,52.0
534,10536,1,3,9,0,55,2,1,1,1,1,low,0.3333333333333333,9.0
535,10537,1,4,9,6,60,1,1,1,1,0,low,0.25,31.0
536,10538,1,4,9,0,70,2,10,1,1,0,low,0.25,26.0
537,10539,1,3,8,6,55,2,1,1,1,0,low,0.3333333333333333,15.0
538,10540,1,1,9,0,50,2,1,1,1,1,high,1.0,15.0
539,10541,2,2,9,0,55,4,1,1,1,0,high,1.0,71.0
540,10542,1,1,9,0,45,1,10,2,1,1,high,1.0,10.0
541,10543,1,1,9,0,45,1,1,1,1,0,high,1.0,10.0
542,10544,1,2,9,6,35,1,1,1,1,0,low,0.5,10.0
543,10545,1,2,9,2,55,1,1,1,1,0,low,0.5,9.0
544,10546,1,2,9,1,65,1,1,1,1,0,low,0.5,17.0
545,10547,1,1,9,0,40,3,1,1,1,0,high,1.0,7.0
546,10548,1,2,9,2,40,1,1,1,1,0,low,0.5,2.0
547,10549,1,6,9,1,40,1,1,1,1,0,low,0.16666666666666666,6.0
548,10550,1,1,9,0,55,2,5,1,1,0,high,1.0,694.0
549,10551,1,1,9,0,55,2,1,1,1,0,high,1.0,19.0
550,10552,1,2,9,0,45,3,1,1,1,0,low,0.5,25.0
551,10553,1,2,9,2,45,2,10,1,1,1,low,0.5,6.0
552,10554,1,2,9,2,45,1,1,1,1,0,low,0.5,24.0
553,10555,1,2,9,0,45,3,1,1,1,0,low,0.5,19.0
554,10556,1,1,10,0,45,1,1,1,1,0,high,1.0,23.0
555,10557,1,1,10,0,45,2,1,1,1,1,high,1.0,8.0
556,10558,1,2,10,0,35,1,2,2,1,0,low,0.5,7.0
557,10559,1,1,10,0,25,3,10,1,1,0,high,1.0,15.0
558,10560,1,2,10,2,55,1,2,2,1,0,low,0.5,7.0
559,10561,1,1,10,0,45,1,10,1,1,0,high,1.0,7.0
560,10562,1,4,10,7,40,1,1,1,1,0,low,0.25,7.0
561,10563,1,1,10,0,25,1,1,1,1,0,high,1.0,11.0
562,10564,1,1,10,0,45,2,10,1,1,0,high,1.0,29.0
563,10565,1,1,10,0,50,3,2,2,1,0,high,1.0,10.0
564,10566,1,1,10,0,45,1,1,1,1,0,high,1.0,46.0
565,10567,1,3,10,6,45,1,1,1,1,0,low,0.3333333333333333,3.0
566,10568,1,1,10,0,40,2,2,2,1,0,high,1.0,70.0
567,10569,1,1,10,0,40,2,10,1,1,0,high,1.0,5.0
568,10570,1,6,10,6,25,2,1,1,1,1,low,0.16666666666666666,16.0
569,10571,1,2,10,1,50,1,1,1,1,1,low,0.5,20.0
570,10572,1,3,10,0,70,2,1,1,1,0,low,0.3333333333333333,7.0
571,10573,1,1,10,0,45,6,1,1,1,1,high,1.0,8.0
572,10574,1,1,10,0,55,5,1,1,1,1,high,1.0,11.0
573,10575,1,1,10,0,45,2,1,1,1,1,high,1.0,9.0
574,10576,1,3,10,0,50,3,1,1,1,1,low,0.3333333333333333,21.0
575,10577,1,4,10,2,40,1,1,1,1,0,low,0.25,8.0
576,10578,1,2,10,6,35,2,1,1,1,0,low,0.5,3.0
577,10579,1,1,10,0,40,1,1,1,1,0,high,1.0,40.0
578,10580,1,3,10,6,55,1,1,1,1,0,low,0.3333333333333333,16.0
579,10581,1,1,10,0,65,1,1,1,1,0,high,1.0,9.0
580,10582,1,1,10,0,55,2,1,1,1,0,high,1.0,4.0
581,10583,1,11,10,1,65,1,1,1,1,0,low,0.09090909090909091,24.0
582,10584,1,5,10,6,35,5,1,2,1,0,low,0.2,37.0
583,10585,1,1,10,0,40,3,2,2,1,0,high,1.0,26.0
584,10586,1,1,10,0,30,1,1,1,1,0,high,1.0,21.0
585,10587,1,1,10,0,55,2,2,2,1,0,high,1.0,12.0
586,10588,1,2,10,2,65,2,2,2,1,0,low,0.5,31.0
587,10589,1,2,10,0,55,1,10,2,1,0,low,0.5,1.0
588,10590,1,1,10,0,65,3,10,1,1,0,high,1.0,9.0
589,10591,1,1,11,0,70,2,2,2,1,0,high,1.0,20.0
590,10592,1,7,10,6,45,2,1,1,1,1,low,0.14285714285714285,6.0
591,10593,2,2,11,0,35,9,99,2,1,0,high,1.0,4.0
592,10594,1,3,11,6,45,1,1,1,1,0,low,0.3333333333333333,15.0
593,10595,1,3,11,1,50,1,10,1,1,0,low,0.3333333333333333,10.0
594,10596,1,2,11,0,70,1,1,1,1,0,low,0.5,20.0
595,10597,1,1,11,0,40,2,2,2,1,0,high,1.0,5.0
596,10598,1,1,11,0,35,1,10,2,1,0,high,1.0,40.0
597,10599,1,1,11,0,45,2,2,2,1,0,high,1.0,8.0
598,10600,1,2,11,0,55,1,1,1,1,0,low,0.5,0.0
599,10601,1,3,11,2,55,1,2,2,1,1,low,0.3333333333333333,0.0
600,10602,1,2,11,2,55,1,2,2,1,0,low,0.5,5.0
601,10603,1,2,11,0,45,2,1,1,1,0,low,0.5,38.0
602,10604,1,1,11,0,55,2,1,1,1,0,high,1.0,48.0
603,10605,1,1,11,0,30,2,10,1,1,0,high,1.0,19.0
604,10606,1,1,11,0,40,3,1,1,1,0,high,1.0,10.0
605,10607,1,6,11,2,45,2,1,1,1,0,low,0.16666666666666666,10.0
606,10608,1,2,11,0,70,1,1,1,1,0,low,0.5,3.0
607,10609,1,1,10,0,35,3,1,1,1,0,high,1.0,17.0
608,10610,1,2,10,2,55,1,1,1,1,1,low,0.5,20.0
609,10611,4,4,10,0,45,1,1,1,1,1,high,1.0,15.0
610,10612,1,1,10,0,45,1,1,1,1,0,high,1.0,7.0
611,10613,1,1,10,0,65,2,1,1,1,1,high,1.0,23.0
612,10614,1,3,10,6,50,2,1,1,1,1,low,0.3333333333333333,18.0
613,10615,1,2,10,6,45,3,1,1,1,0,low,0.5,4.0
614,10616,1,1,10,0,55,2,1,1,1,0,high,1.0,26.0
615,10617,1,1,10,0,55,2,1,1,1,1,high,1.0,8.0
616,10618,1,1,10,0,55,1,1,1,1,0,high,1.0,6.0
617,10619,1,1,10,0,40,1,10,1,1,0,high,1.0,11.0
618,10620,1,1,10,0,25,2,1,1,1,1,high,1.0,85.0
619,10621,1,1,10,0,45,2,10,1,1,1,high,1.0,5.0
620,10622,1,1,10,0,45,2,10,2,1,0,high,1.0,8.0
621,10623,1,3,10,6,55,1,1,1,1,0,low,0.3333333333333333,14.0
622,10624,1,1,11,0,45,2,5,2,1,1,high,1.0,34.0
623,10625,1,2,11,0,35,2,2,2,1,1,low,0.5,30.0
624,10626,1,2,11,6,45,3,1,1,1,0,low,0.5,44.0
625,10627,1,1,11,0,35,1,1,1,1,0,high,1.0,17.0
626,10628,1,3,11,0,55,1,10,2,1,0,low,0.3333333333333333,13.0
627,10629,1,2,11,0,35,2,2,2,1,0,low,0.5,5.0
628,10630,1,1,11,0,40,3,2,2,1,1,high,1.0,6.0
629,10631,1,4,11,6,98,1,1,1,1,0,low,0.25,9.0
630,10632,1,4,11,0,65,5,10,1,1,0,low,0.25,40.0
631,10633,1,1,11,0,45,2,1,1,1,1,high,1.0,43.0
632,10634,1,1,11,0,55,2,10,1,1,0,high,1.0,10.0
633,10635,1,5,11,6,55,2,1,1,1,1,low,0.2,12.0
634,10636,1,4,11,2,40,1,1,1,1,1,low,0.25,11.0
635,10637,1,1,11,0,45,2,1,1,1,1,high,1.0,25.0
636,10638,1,1,11,0,50,2,1,1,1,0,high,1.0,12.0
637,10639,1,2,11,0,35,2,10,1,1,0,low,0.5,5.0
638,10640,1,2,11,6,0,1,1,0,1,0,low,0.5,21.0
639,10641,1,2,11,0,55,2,1,1,1,0,low,0.5,10.0
640,10642,1,1,11,0,45,2,1,1,1,1,high,1.0,10.0
641,10643,1,1,11,0,25,3,1,1,1,1,high,1.0,0.0
642,10644,2,2,11,0,55,3,1,1,1,1,high,1.0,14.0
643,10645,1,5,11,2,55,1,1,1,1,0,low,0.2,20.0
644,10646,1,1,11,0,65,1,1,1,1,0,high,1.0,12.0
645,10647,1,2,11,0,98,3,1,1,1,0,low,0.5,15.0
646,10648,1,5,11,0,60,1,1,1,1,0,low,0.2,23.0
647,10649,1,2,11,0,70,1,1,1,1,0,low,0.5,9.0
648,10650,1,4,12,1,70,2,1,1,1,1,low,0.25,27.0
649,10651,1,3,12,1,70,2,1,1,1,0,low,0.3333333333333333,10.0
650,10652,1,2,12,0,70,2,1,1,1,0,low,0.5,10.0
651,10653,1,1,10,0,55,6,1,1,1,0,high,1.0,10.0
652,10654,1,2,11,0,40,2,10,2,1,0,low,0.5,8.0
653,10655,1,3,11,6,55,1,2,2,1,0,low,0.3333333333333333,14.0
654,10656,3,7,11,2,55,2,1,1,1,1,low,0.42857142857142855,20.0
655,10657,1,1,11,0,45,1,1,1,1,0,high,1.0,22.0
656,10658,1,1,12,0,40,3,2,2,1,0,high,1.0,6.0
657,10659,1,1,12,0,45,2,10,1,1,0,high,1.0,2.0
658,10660,1,1,12,0,55,2,1,1,1,1,high,1.0,10.0
659,10661,1,1,12,0,35,3,1,1,1,0,high,1.0,13.0
660,10662,1,1,12,0,30,3,1,1,1,0,high,1.0,16.0
661,10663,1,2,12,1,0,2,1,0,1,0,low,0.5,6.0
662,10664,1,3,12,2,55,2,1,1,1,0,low,0.3333333333333333,55.0
663,10665,1,2,12,0,45,2,1,1,1,1,low,0.5,19.0
664,10666,1,1,12,0,45,4,1,1,1,0,high,1.0,115.0
665,10667,1,1,12,0,45,2,1,1,1,0,high,1.0,10.0
666,10668,1,2,12,6,55,1,1,1,1,0,low,0.5,10.0
667,10669,1,1,12,0,20,3,1,1,1,0,high,1.0,28.0
668,10670,1,2,12,0,55,2,1,1,1,0,low,0.5,25.0
669,10671,1,1,12,0,65,1,1,1,1,1,high,1.0,15.0
670,10672,1,3,12,6,55,4,10,1,1,0,low,0.3333333333333333,15.0
671,10673,1,2,12,2,70,2,1,1,1,1,low,0.5,16.0
672,10674,1,6,12,0,70,2,1,1,1,0,low,0.16666666666666666,40.0
673,10675,1,2,12,11,35,2,1,1,1,0,low,0.5,35.0
674,10676,1,1,12,0,25,1,10,1,1,0,high,1.0,9.0
675,10677,1,2,12,2,55,1,1,1,1,0,low,0.5,18.0
676,10678,2,2,12,0,45,2,1,1,1,1,high,1.0,40.0
677,10679,1,1,12,0,35,1,10,2,1,0,high,1.0,8.0
678,10680,1,4,12,6,0,1,2,0,1,0,low,0.25,18.0
679,10681,1,3,12,1,70,2,1,1,1,0,low,0.3333333333333333,25.0
680,10682,1,1,12,0,50,2,10,1,1,0,high,1.0,59.0
681,10683,1,2,12,6,70,5,1,1,1,0,low,0.5,14.0
682,10684,1,1,11,0,45,1,1,1,1,0,high,1.0,28.0
683,10685,1,1,12,0,45,1,1,2,1,0,high,1.0,10.0
684,10686,1,3,12,6,45,1,1,1,1,1,low,0.3333333333333333,50.0
685,10687,1,2,12,0,55,2,10,1,1,0,low,0.5,7.0
686,10688,1,2,12,6,45,2,2,2,1,0,low,0.5,15.0
687,10689,1,1,12,0,45,1,10,1,1,0,high,1.0,20.0
688,10690,1,3,12,1,55,5,10,1,1,0,low,0.3333333333333333,9.0
689,10691,1,3,12,2,50,1,1,1,1,0,low,0.3333333333333333,33.0
690,10692,1,1,12,0,55,2,1,1,1,0,high,1.0,15.0
691,10693,1,1,12,0,25,3,1,1,1,0,high,1.0,20.0
692,10694,1,1,12,0,98,3,2,2,1,0,high,1.0,14.0
693,10695,1,2,12,6,55,2,5,2,1,0,low,0.5,23.0
694,10696,1,1,12,0,35,3,2,2,1,1,high,1.0,25.0
695,10697,1,2,12,6,35,1,1,1,1,0,low,0.5,1.0
696,10698,1,2,12,2,55,2,2,2,1,0,low,0.5,20.0
697,10699,1,1,12,0,55,2,1,1,1,0,high,1.0,52.0
698,10700,1,1,10,0,35,4,10,1,1,1,high,1.0,15.0
699,10701,3,5,12,6,55,1,10,2,1,0,high,0.6,30.0
700,10702,1,1,12,0,55,2,1,1,1,0,high,1.0,16.0
701,10703,1,3,12,6,40,1,1,1,1,0,low,0.3333333333333333,30.0
702,10704,2,7,12,8,55,2,10,1,1,1,low,0.2857142857142857,10.0
703,10705,1,1,12,0,45,1,10,1,1,0,high,1.0,26.0
704,10706,1,2,12,0,35,2,10,2,1,1,low,0.5,7.0
705,10707,1,2,12,2,55,1,10,1,1,0,low,0.5,4.0
706,10708,1,1,12,0,45,3,1,1,1,0,high,1.0,13.0
707,10709,1,1,12,0,50,1,1,1,1,0,high,1.0,5.0
708,10710,3,5,9,0,55,2,1,1,1,1,high,0.6,18.0
709,10711,1,2,9,0,55,1,1,1,1,1,low,0.5,11.0
710,10712,1,2,9,1,70,1,1,1,1,0,low,0.5,20.0
711,10713,1,1,9,0,70,1,10,1,1,0,high,1.0,10.0
712,10714,1,1,5,0,45,2,1,1,1,0,high,1.0,68.0
713,10715,1,3,6,0,55,2,1,1,1,0,low,0.3333333333333333,7.0
714,10716,1,1,7,0,35,2,1,1,1,1,high,1.0,27.0
715,10717,1,3,9,6,55,1,1,1,1,0,low,0.3333333333333333,5.0
716,10718,1,2,9,6,35,1,1,1,1,0,low,0.5,21.0
717,10719,1,2,9,0,45,2,1,1,1,1,low,0.5,25.0
718,10720,2,4,9,2,55,1,1,1,1,1,low,0.5,27.0
719,10721,1,2,9,6,55,3,1,1,1,0,low,0.5,24.0
720,10722,1,3,10,2,55,1,1,1,1,1,low,0.3333333333333333,37.0
721,10723,1,1,10,0,40,2,10,1,1,0,high,1.0,68.0
722,10724,1,1,10,0,35,1,2,2,1,0,high,1.0,7.0
723,10725,1,1,10,0,45,2,10,1,1,1,high,1.0,35.0
724,10726,1,1,10,0,45,1,1,1,1,1,high,1.0,35.0
725,10727,1,4,10,6,65,1,10,1,1,0,low,0.25,52.0
726,10728,1,1,10,0,55,2,2,2,1,0,high,1.0,37.0
727,10729,1,1,10,0,45,4,10,1,1,0,high,1.0,40.0
728,10730,1,3,10,2,55,2,1,1,1,1,low,0.3333333333333333,10.0
729,10731,1,2,10,2,55,2,2,2,1,1,low,0.5,4.0
730,10732,1,1,10,0,25,2,10,1,1,0,high,1.0,6.0
731,10733,1,1,10,0,55,1,10,1,1,1,high,1.0,14.0
732,10734,1,1,10,0,55,2,10,1,1,0,high,1.0,4.0
733,10735,1,1,10,0,45,2,10,1,1,0,high,1.0,11.0
734,10736,1,1,10,0,35,1,1,1,1,0,high,1.0,11.0
735,10737,1,1,10,0,55,1,1,1,1,1,high,1.0,3.0
736,10738,1,1,10,0,45,2,1,1,1,0,high,1.0,12.0
737,10739,1,3,10,6,45,1,1,1,1,0,low,0.3333333333333333,14.0
738,10740,1,1,10,0,40,1,1,1,1,0,high,1.0,15.0
739,10741,1,5,10,6,55,1,1,1,1,1,low,0.2,8.0
740,10742,1,1,10,0,55,1,1,1,1,0,high,1.0,11.0
741,10743,1,1,10,0,55,1,1,1,1,0,high,1.0,40.0
742,10744,1,3,10,2,55,1,1,1,1,0,low,0.3333333333333333,4.0
743,10745,1,1,10,0,40,1,1,1,1,0,high,1.0,5.0
744,10746,1,4,10,6,55,2,1,1,1,0,low,0.25,44.0
745,10747,1,2,10,0,45,1,10,2,1,0,low,0.5,43.0
746,10748,1,6,10,0,45,2,1,1,1,0,low,0.16666666666666666,10.0
747,10749,1,1,12,0,70,2,1,1,1,0,high,1.0,6.0
748,10750,1,2,10,6,25,1,1,1,1,0,low,0.5,4.0
749,10751,2,7,11,0,55,1,1,1,1,0,low,0.2857142857142857,62.0
750,10752,1,1,11,0,70,4,10,2,1,0,high,1.0,21.0
751,10753,1,4,11,6,45,3,10,1,1,0,low,0.25,16.0
752,10754,1,2,11,6,0,1,1,0,1,1,low,0.5,20.0
753,10755,2,3,11,2,55,1,10,2,1,0,high,0.6666666666666666,5.0
754,10756,1,1,11,0,45,5,1,1,1,1,high,1.0,11.0
755,10757,1,1,11,0,35,3,2,2,1,1,high,1.0,15.0
756,10758,1,2,11,0,45,2,2,2,1,1,low,0.5,7.0
757,10759,1,2,11,0,55,2,1,1,1,1,low,0.5,9.0
758,10760,2,6,11,1,50,1,10,1,1,0,low,0.3333333333333333,3.0
759,10761,1,2,11,8,55,1,2,2,1,0,low,0.5,3.0
760,10762,2,3,11,2,55,2,1,1,1,1,high,0.6666666666666666,6.0
761,10763,1,2,11,6,45,2,1,1,1,0,low,0.5,7.0
762,10764,1,1,12,0,65,2,2,2,1,0,high,1.0,8.0
763,10765,1,1,12,0,45,2,1,1,1,0,high,1.0,1.0
764,10766,1,1,12,0,98,6,1,1,1,0,high,1.0,9.0
765,10767,1,2,10,1,60,1,10,1,1,0,low,0.5,10.0
766,10768,1,1,11,0,30,2,1,1,1,1,high,1.0,10.0
767,10769,1,1,9,0,45,3,1,1,1,0,high,1.0,7.0
768,10770,1,4,8,6,60,1,1,1,1,0,low,0.25,5.0
769,10771,1,1,12,0,55,1,10,1,1,0,high,1.0,6.0
770,10772,1,5,12,0,45,1,1,1,1,0,low,0.2,71.0
771,10773,1,2,12,2,55,2,1,1,1,0,low,0.5,5.0
772,10774,1,1,12,0,55,2,1,1,1,1,high,1.0,12.0
